Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Drawdown,Group,Holding Yrs
5.597,1.13,5.31,1.05,0.42,1.01,4.5668,S&P BSE MidCap,3
6.523,0.890000000000001,5.05,1.29,0.49,1.0,4.5669,S&P BSE MidCap,3
7.784,0.880000000000001,4.98,1.56,0.58,1.0,4.5668,S&P BSE MidCap,3
7.241,0.869999999999999,4.93,1.47,0.55,1.0,4.5667,S&P BSE MidCap,3
8.039,1.0,4.86,1.65,0.59,1.01,4.5668,S&P BSE MidCap,3
8.315,0.98,4.92,1.69,0.62,1.01,4.5668,S&P BSE MidCap,3
7.804,1.16,4.72,1.65,0.55,1.03,4.5668,S&P BSE MidCap,3
6.774,1.55,5.34,1.27,0.48,1.04,4.5668,S&P BSE MidCap,3
6.675,1.6,5.34,1.25,0.48,1.05,4.5668,S&P BSE MidCap,3
6.11,1.73,5.31,1.15,0.44,1.06,2.9861,S&P BSE MidCap,3
5.71,1.74,5.28,1.08,0.38,1.06,2.9861,S&P BSE MidCap,3
4.092,2.23,5.86,0.7,0.26,1.08,2.9861,S&P BSE MidCap,3
3.056,2.41,6.0,0.51,0.18,1.09,2.9861,S&P BSE MidCap,3
1.528,2.08,5.95,0.26,0.08,1.07,2.9861,S&P BSE MidCap,3
1.716,2.46,6.0,0.29,0.03,1.1,-0.338000000000001,S&P BSE MidCap,3
-0.241999999999999,3.2,6.38,-0.04,-0.12,1.15,-3.1967,S&P BSE MidCap,3
0.850999999999999,2.97,6.59,0.13,0.01,1.12,-4.0442,S&P BSE MidCap,3
0.147,2.93,6.6,0.02,-0.06,1.12,-4.3473,S&P BSE MidCap,3
0.489000000000001,2.95,6.67,0.07,-0.03,1.12,-4.3473,S&P BSE MidCap,3
-0.387,3.23,6.88,-0.06,-0.12,1.13,-6.0194,S&P BSE MidCap,3
-1.178,3.48,6.98,-0.17,-0.24,1.16,-7.0359,S&P BSE MidCap,3
-1.153,3.58,6.98,-0.17,-0.24,1.17,-7.0359,S&P BSE MidCap,3
-3.409,3.72,7.24,-0.47,-0.41,1.17,-7.0359,S&P BSE MidCap,3
-3.056,3.76,7.24,-0.42,-0.37,1.18,-7.0358,S&P BSE MidCap,3
-3.39,3.73,7.22,-0.47,-0.38,1.17,-7.0358,S&P BSE MidCap,3
-4.806,3.45,7.0,-0.69,-0.44,1.15,-10.8338,S&P BSE MidCap,3
-5.719,3.31,6.83,-0.84,-0.51,1.15,-11.8232,S&P BSE MidCap,3
-5.853,3.4,6.83,-0.86,-0.54,1.16,-11.8232,S&P BSE MidCap,3
-5.679,3.51,6.88,-0.83,-0.53,1.16,-11.8232,S&P BSE MidCap,3
-5.147,3.47,6.87,-0.75,-0.51,1.16,-11.8232,S&P BSE MidCap,3
-4.836,3.36,6.8,-0.71,-0.49,1.15,-11.8232,S&P BSE MidCap,3
-3.965,3.31,7.08,-0.56,-0.39,1.14,-11.8233,S&P BSE MidCap,3
-3.79,2.93,7.08,-0.54,-0.33,1.1,-11.8232,S&P BSE MidCap,3
-4.924,3.35,7.31,-0.67,-0.35,1.12,-10.562,S&P BSE MidCap,3
-6.041,2.84,7.15,-0.84,-0.47,1.09,-10.562,S&P BSE MidCap,3
-4.767,2.82,7.05,-0.68,-0.36,1.09,-10.562,S&P BSE MidCap,3
-4.405,3.06,7.17,-0.61,-0.33,1.1,-10.562,S&P BSE MidCap,3
-4.725,2.96,7.2,-0.66,-0.36,1.09,-10.562,S&P BSE MidCap,3
-4.578,3.17,7.3,-0.63,-0.35,1.1,-10.562,S&P BSE MidCap,3
-4.55,3.18,7.3,-0.62,-0.35,1.1,-10.562,S&P BSE MidCap,3
-5.151,3.07,7.27,-0.71,-0.4,1.1,-10.562,S&P BSE MidCap,3
-5.527,3.24,7.23,-0.76,-0.44,1.1,-10.562,S&P BSE MidCap,3
-6.526,3.02,7.16,-0.91,-0.53,1.09,-10.562,S&P BSE MidCap,3
-4.046,2.94,6.93,-0.58,-0.32,1.09,-9.1645,S&P BSE MidCap,3
-3.255,3.25,7.14,-0.46,-0.28,1.1,-7.9051,S&P BSE MidCap,3
-3.406,3.29,7.14,-0.48,-0.31,1.1,-7.9051,S&P BSE MidCap,3
-3.285,3.3,7.14,-0.46,-0.28,1.11,-7.9051,S&P BSE MidCap,3
-1.796,3.05,6.78,-0.26,-0.18,1.1,-7.4241,S&P BSE MidCap,3
-0.484,2.99,6.76,-0.07,-0.09,1.1,-7.4241,S&P BSE MidCap,3
0.558000000000002,3.1,6.7,0.08,-0.01,1.1,-7.4241,S&P BSE MidCap,3
-1.293,2.83,6.87,-0.19,-0.14,1.09,-7.4241,S&P BSE MidCap,3
1.259,2.39,6.67,0.19,0.03,1.07,-2.5418,S&P BSE MidCap,3
0.0389999999999979,2.59,6.47,0.01,-0.08,1.08,-2.5418,S&P BSE MidCap,3
0.760000000000002,2.59,6.45,0.12,-0.02,1.08,-2.5418,S&P BSE MidCap,3
-0.486000000000001,2.63,6.42,-0.08,-0.11,1.08,-2.5418,S&P BSE MidCap,3
0.318999999999999,2.43,6.2,0.05,-0.05,1.08,-2.5418,S&P BSE MidCap,3
0.708000000000002,2.44,6.11,0.12,-0.01,1.08,-2.5418,S&P BSE MidCap,3
0.228,2.41,6.14,0.04,-0.04,1.08,-2.5418,S&P BSE MidCap,3
2.56,2.18,5.72,0.45,0.14,1.07,-2.4641,S&P BSE MidCap,3
2.125,2.25,5.75,0.37,0.12,1.07,-2.4641,S&P BSE MidCap,3
1.883,2.31,5.78,0.33,0.11,1.08,-2.4641,S&P BSE MidCap,3
3.091,2.21,5.71,0.54,0.16,1.07,-2.4641,S&P BSE MidCap,3
3.816,2.2,5.7,0.67,0.19,1.07,-2.4641,S&P BSE MidCap,3
3.909,2.13,5.71,0.68,0.23,1.07,-2.4641,S&P BSE MidCap,3
2.572,2.04,5.82,0.44,0.14,1.06,-2.4641,S&P BSE MidCap,3
2.084,2.02,5.86,0.36,0.1,1.06,-2.4641,S&P BSE MidCap,3
2.901,1.94,5.79,0.5,0.17,1.06,-2.4641,S&P BSE MidCap,3
1.844,1.9,5.49,0.34,0.1,1.06,-2.5555,S&P BSE MidCap,3
1.849,1.96,5.49,0.34,0.09,1.06,-3.475,S&P BSE MidCap,3
3.766,0.669999999999998,5.07,0.74,0.27,1.0,-3.0422,S&P BSE MidCap,3
4.579,1.14,5.06,0.9,0.28,1.02,-3.0422,S&P BSE MidCap,3
5.395,1.35,5.25,1.03,0.3,1.03,-3.0421,S&P BSE MidCap,3
5.846,1.46,5.23,1.12,0.35,1.04,-3.0422,S&P BSE MidCap,3
5.505,1.38,5.12,1.08,0.33,1.04,-3.0422,S&P BSE MidCap,3
6.685,1.3,5.41,1.24,0.44,1.02,-3.0422,S&P BSE MidCap,3
7.796,1.32,5.36,1.45,0.51,1.03,-3.0421,S&P BSE MidCap,3
6.691,1.29,5.36,1.25,0.47,1.02,-3.0422,S&P BSE MidCap,3
8.233,1.89,5.39,1.53,0.52,1.07,-3.0422,S&P BSE MidCap,3
7.22,1.8,5.3,1.36,0.43,1.07,-3.0422,S&P BSE MidCap,3
7.396,1.6,5.41,1.37,0.48,1.04,-3.0421,S&P BSE MidCap,3
7.453,1.59,5.4,1.38,0.49,1.04,-3.0421,S&P BSE MidCap,3
-15.127,6.7,10.07,-1.5,-1.21,1.25,-14.2777,S&P BSE SmallCap,1
-12.544,7.01,10.96,-1.14,-0.93,1.25,-14.1222,S&P BSE SmallCap,1
-10.647,6.68,10.78,-0.99,-0.72,1.23,-12.7137,S&P BSE SmallCap,1
-11.724,6.18,10.83,-1.08,-0.9,1.19,-12.7137,S&P BSE SmallCap,1
-15.222,6.01,9.46,-1.61,-1.27,1.21,-14.4362,S&P BSE SmallCap,1
-12.53,4.6,8.39,-1.49,-1.06,1.16,-7.6163,S&P BSE SmallCap,1
-10.833,4.93,8.56,-1.27,-0.95,1.17,-5.8659,S&P BSE SmallCap,1
-5.034,5.41,7.59,-0.66,-0.44,1.21,-5.8658,S&P BSE SmallCap,1
-2.823,4.38,7.04,-0.4,-0.46,1.18,-0.555300000000001,S&P BSE SmallCap,1
1.763,3.13,6.04,0.29,-0.15,1.13,-0.168100000000001,S&P BSE SmallCap,1
-7.573,2.22,7.25,-1.04,-0.59,1.04,-0.168100000000001,S&P BSE SmallCap,1
-13.962,4.19,8.54,-1.63,-1.21,1.15,-7.4863,S&P BSE SmallCap,1
-17.254,4.9,9.52,-1.81,-1.51,1.18,-13.7693,S&P BSE SmallCap,1
-21.248,4.89,8.35,-2.54,-1.91,1.22,-13.7693,S&P BSE SmallCap,1
-23.729,5.69,8.32,-2.85,-2.26,1.31,-13.7693,S&P BSE SmallCap,1
-20.969,5.72,8.33,-2.52,-1.94,1.32,-15.9569,S&P BSE SmallCap,1
-23.386,6.06,8.33,-2.81,-2.18,1.35,-19.1648,S&P BSE SmallCap,1
-19.457,5.19,9.32,-2.09,-1.73,1.21,-16.7234,S&P BSE SmallCap,1
-19.525,4.7,9.05,-2.16,-1.76,1.18,-16.7234,S&P BSE SmallCap,1
-23.199,4.4,8.63,-2.69,-2.07,1.17,-16.7234,S&P BSE SmallCap,1
-17.853,4.88,10.6,-1.68,-1.56,1.13,-16.7234,S&P BSE SmallCap,1
-14.491,6.35,12.09,-1.2,-1.23,1.19,-16.7234,S&P BSE SmallCap,1
-9.29,5.78,11.25,-0.83,-0.72,1.18,-13.6821,S&P BSE SmallCap,1
-3.781,3.52,9.86,-0.38,-0.28,1.04,-6.0397,S&P BSE SmallCap,1
4.744,2.66,8.35,0.57,0.31,1.04,-3.4638,S&P BSE SmallCap,1
11.437,3.31,9.63,1.19,0.81,1.05,-3.4638,S&P BSE SmallCap,1
27.988,7.8,12.72,2.2,1.34,1.28,-2.3371,S&P BSE SmallCap,1
44.123,8.06,13.09,3.37,1.75,1.29,-1.1729,S&P BSE SmallCap,1
47.348,7.21,12.67,3.74,1.91,1.24,0.0678000000000001,S&P BSE SmallCap,1
46.451,7.97,12.93,3.59,1.36,1.3,-0.186,S&P BSE SmallCap,1
50.491,7.9,12.69,3.98,1.71,1.31,-0.186,S&P BSE SmallCap,1
47.018,9.4,12.91,3.64,1.31,1.48,-0.186,S&P BSE SmallCap,1
40.589,10.0,13.1,3.1,0.52,1.55,-0.186,S&P BSE SmallCap,1
32.281,9.87,13.0,2.48,0.54,1.52,-0.186,S&P BSE SmallCap,1
29.58,9.94,14.03,2.11,-0.06,1.48,0.0454999999999997,S&P BSE SmallCap,1
26.239,10.33,14.32,1.83,-0.21,1.51,0.0455999999999999,S&P BSE SmallCap,1
20.801,10.2,14.36,1.45,0.19,1.48,-0.3322,S&P BSE SmallCap,1
17.892,9.24,13.95,1.28,0.41,1.38,2.7402,S&P BSE SmallCap,1
5.376,3.34,10.15,0.53,0.5,0.94,2.7402,S&P BSE SmallCap,1
-2.811,-1.68,7.37,-0.38,0.15,0.6,2.7402,S&P BSE SmallCap,1
4.174,-0.540000000000001,7.92,0.53,0.68,0.67,2.7401,S&P BSE SmallCap,1
2.525,0.450000000000001,8.03,0.31,0.27,0.84,0.749000000000001,S&P BSE SmallCap,1
-0.0179999999999998,-0.120000000000001,7.34,0.0,0.05,0.82,1.0817,S&P BSE SmallCap,1
2.793,0.530000000000001,7.13,0.39,0.25,0.87,1.0817,S&P BSE SmallCap,1
6.67,1.0,7.88,0.85,0.53,0.86,1.0817,S&P BSE SmallCap,1
7.576,1.05,7.9,0.96,0.62,0.86,1.0817,S&P BSE SmallCap,1
7.686,4.22,7.21,1.07,0.97,1.24,4.406,S&P BSE SmallCap,1
4.379,6.53,8.44,0.52,1.26,1.43,0.2957,S&P BSE SmallCap,1
4.602,4.74,8.47,0.54,0.59,1.19,-1.285,S&P BSE SmallCap,1
3.374,5.27,8.02,0.42,0.4,1.24,-1.285,S&P BSE SmallCap,1
1.156,5.02,8.44,0.14,0.2,1.21,-1.285,S&P BSE SmallCap,1
5.384,5.49,8.96,0.6,0.48,1.23,-1.285,S&P BSE SmallCap,1
0.909,4.44,8.27,0.11,0.08,1.17,-1.285,S&P BSE SmallCap,1
2.957,4.26,8.17,0.36,0.1,1.17,-5.5996,S&P BSE SmallCap,1
4.503,4.15,8.38,0.54,0.24,1.15,-5.5996,S&P BSE SmallCap,1
8.7,4.7,9.45,0.92,0.55,1.16,-5.5996,S&P BSE SmallCap,1
0.151000000000001,5.99,9.69,0.02,-0.03,1.24,-5.9027,S&P BSE SmallCap,1
-2.008,6.03,9.66,-0.21,-0.17,1.25,-5.9027,S&P BSE SmallCap,1
2.561,5.72,9.47,0.27,-0.05,1.23,-4.0888,S&P BSE SmallCap,1
11.072,3.59,8.22,1.35,0.45,1.12,-4.2235,S&P BSE SmallCap,1
12.899,4.99,8.2,1.57,0.38,1.28,-4.2236,S&P BSE SmallCap,1
14.806,5.31,8.58,1.73,0.46,1.29,-4.2236,S&P BSE SmallCap,1
12.683,6.04,9.21,1.38,0.29,1.35,-4.2236,S&P BSE SmallCap,1
11.099,5.55,8.95,1.24,0.35,1.3,-4.2236,S&P BSE SmallCap,1
10.787,5.42,9.01,1.2,0.36,1.28,-4.2236,S&P BSE SmallCap,1
10.144,5.42,9.02,1.12,0.41,1.27,-4.2236,S&P BSE SmallCap,1
9.753,5.45,8.97,1.09,0.37,1.28,-4.2236,S&P BSE SmallCap,1
7.632,5.39,8.2,0.93,0.05,1.31,-4.2236,S&P BSE SmallCap,1
18.382,3.0,7.37,2.49,1.0,1.07,-0.2377,S&P BSE SmallCap,1
23.71,2.31,7.05,3.36,1.42,0.99,,S&P BSE SmallCap,1
13.069,4.05,9.48,1.38,0.89,0.98,-0.6107,S&P BSE SmallCap,1
11.932,3.17,9.47,1.26,0.92,0.95,-1.3264,S&P BSE SmallCap,1
5.915,4.25,9.98,0.59,0.42,1.06,-3.6701,S&P BSE SmallCap,1
3.768,3.78,9.45,0.4,0.23,1.07,-3.6701,S&P BSE SmallCap,1
2.517,4.92,9.83,0.26,0.08,1.16,-3.6701,S&P BSE SmallCap,1
-4.65,5.92,10.41,-0.45,-0.5,1.24,-7.4222,S&P BSE SmallCap,1
-5.605,5.74,10.52,-0.53,-0.55,1.21,-7.4222,S&P BSE SmallCap,1
-6.016,5.88,10.51,-0.57,-0.66,1.23,-7.4222,S&P BSE SmallCap,1
-15.236,8.96,12.2,-1.25,-1.39,1.41,-14.997,S&P BSE SmallCap,1
-13.933,7.4,12.04,-1.16,-1.1,1.29,-12.647,S&P BSE SmallCap,1
-19.221,6.48,10.92,-1.76,-1.68,1.25,-12.647,S&P BSE SmallCap,1
-19.3,5.94,10.65,-1.81,-1.7,1.22,-12.647,S&P BSE SmallCap,1
-16.242,6.18,10.07,-1.61,-1.34,1.26,-12.0809,S&P BSE SmallCap,1
-20.12,6.66,9.64,-2.09,-1.76,1.33,-12.0916,S&P BSE SmallCap,1
-18.594,7.61,10.3,-1.81,-1.72,1.37,-12.0916,S&P BSE SmallCap,1
-21.269,6.83,9.76,-2.18,-1.91,1.34,-12.0916,S&P BSE SmallCap,1
-17.612,6.58,9.59,-1.84,-1.58,1.32,-7.9792,S&P BSE SmallCap,1
-16.436,6.31,9.28,-1.77,-1.47,1.31,-7.9792,S&P BSE SmallCap,1
-16.999,7.5,9.82,-1.73,-1.35,1.39,-13.7819,S&P BSE SmallCap,1
-16.921,7.3,9.69,-1.75,-1.28,1.39,-14.6978,S&P BSE SmallCap,1
-11.252,4.9,7.79,-1.44,-0.98,1.26,-8.3143,S&P BSE SmallCap,1
-15.375,5.59,6.95,-2.21,-1.53,1.38,-8.3143,S&P BSE SmallCap,1
-13.899,5.9,6.83,-2.03,-1.38,1.43,-8.3143,S&P BSE SmallCap,1
-14.618,5.79,6.59,-2.22,-1.44,1.43,-8.3143,S&P BSE SmallCap,1
-5.8,7.06,10.5,-0.55,-0.72,1.38,-8.3143,S&P BSE SmallCap,1
-2.895,6.11,10.24,-0.28,-0.24,1.26,-8.3143,S&P BSE SmallCap,1
-8.558,7.52,11.36,-0.75,-0.26,1.23,-6.8819,S&P BSE SmallCap,1
-7.006,7.36,11.23,-0.62,-0.26,1.2,-6.1923,S&P BSE SmallCap,1
-6.723,7.27,11.23,-0.6,-0.2,1.2,-6.1923,S&P BSE SmallCap,1
-0.929,8.69,12.34,-0.08,0.34,1.23,-5.3151,S&P BSE SmallCap,1
2.436,7.23,11.42,0.21,0.36,1.18,-5.3151,S&P BSE SmallCap,1
9.735,8.02,12.74,0.76,0.86,1.2,-5.3151,S&P BSE SmallCap,1
12.568,8.11,13.08,0.96,1.17,1.2,-5.3151,S&P BSE SmallCap,1
10.898,8.24,13.4,0.81,1.08,1.2,-5.3151,S&P BSE SmallCap,1
15.344,7.97000000000001,13.16,1.17,1.17,1.18,-5.3151,S&P BSE SmallCap,1
15.274,7.57,13.27,1.15,1.02,1.17,-5.3151,S&P BSE SmallCap,1
7.754,7.35,11.63,0.67,0.53,1.18,-5.4065,S&P BSE SmallCap,1
14.54,7.84,12.08,1.2,0.63,1.19,-5.7796,S&P BSE SmallCap,1
38.276,2.6,9.41,4.07,1.66,1.02,,S&P BSE SmallCap,1
40.414,3.16,9.73,4.15,1.95,1.03,,S&P BSE SmallCap,1
47.027,2.62,9.59,4.9,2.28,0.98,,S&P BSE SmallCap,1
44.084,1.27,9.44,4.67,2.68,0.87,,S&P BSE SmallCap,1
54.073,1.33,8.84,6.12,3.04,0.9,,S&P BSE SmallCap,1
32.14,1.42,11.52,2.79,2.5,0.78,,S&P BSE SmallCap,1
27.697,2.04,11.25,2.46,2.16,0.82,,S&P BSE SmallCap,1
30.28,1.75,10.74,2.82,2.18,0.84,,S&P BSE SmallCap,1
25.338,2.16,10.78,2.35,2.05,0.79,,S&P BSE SmallCap,1
32.653,2.85,11.21,2.91,2.46,0.78,,S&P BSE SmallCap,1
30.542,3.39,11.43,2.67,2.33,0.79,,S&P BSE SmallCap,1
14.885,5.86,12.76,1.17,1.1,0.98,-4.2857,S&P BSE SmallCap,1
15.761,5.84,12.77,1.23,1.11,1.0,-4.2856,S&P BSE SmallCap,1
12.419,5.53,12.28,1.01,0.88,1.01,-4.2856,S&P BSE SmallCap,1
4.909,7.0,12.92,0.38,0.37,1.15,-4.2581,S&P BSE SmallCap,1
-1.121,5.74,11.96,-0.09,-0.03,1.1,-4.7467,S&P BSE SmallCap,1
-6.375,3.79,10.73,-0.59,-0.48,1.03,-4.7468,S&P BSE SmallCap,1
1.048,5.31,8.94,0.12,0.03,1.24,-4.7468,S&P BSE SmallCap,1
2.555,4.84,9.21,0.28,0.28,1.19,-4.7468,S&P BSE SmallCap,1
0.484,4.32,9.67,0.05,0.06,1.12,-4.7468,S&P BSE SmallCap,1
-1.069,4.18,9.7,-0.11,-0.1,1.11,-5.4153,S&P BSE SmallCap,1
-5.14,3.15,7.85,-0.65,-0.42,1.1,-5.4153,S&P BSE SmallCap,1
-3.759,2.88,7.95,-0.47,-0.29,1.07,-5.1116,S&P BSE SmallCap,1
1.037,1.14,6.35,0.16,0.1,1.0,-3.3662,S&P BSE SmallCap,1
-2.203,0.699999999999999,6.36,-0.35,-0.18,0.96,-3.3662,S&P BSE SmallCap,1
-1.726,1.67,6.67,-0.26,-0.13,1.02,-3.914,S&P BSE SmallCap,1
5.211,0.909999999999998,6.24,0.84,0.41,0.98,0.458200000000001,S&P BSE SmallCap,1
8.409,0.67,6.28,1.34,0.71,0.95,0.458200000000001,S&P BSE SmallCap,1
12.273,2.32,6.8,1.8,0.89,1.05,0.458200000000001,S&P BSE SmallCap,1
17.96,2.77,9.07,1.98,1.45,0.96,0.458200000000001,S&P BSE SmallCap,1
14.672,3.32,9.28,1.58,1.15,0.98,0.458200000000001,S&P BSE SmallCap,1
18.173,3.57,8.27,2.2,1.39,1.1,0.458200000000001,S&P BSE SmallCap,1
22.625,3.83,7.9,2.86,1.58,1.15,0.458200000000001,S&P BSE SmallCap,1
20.468,2.28,8.88,2.3,1.52,0.97,-0.6281,S&P BSE SmallCap,1
27.338,2.57,9.61,2.84,2.01,0.92,-1.4995,S&P BSE SmallCap,1
25.03,3.0,10.44,2.4,2.04,0.84,,S&P BSE SmallCap,1
-16.156,5.71,9.59,-1.68,-1.38,1.22,-14.2777,S&P BSE SmallCap,2
-16.581,5.76,9.59,-1.73,-1.43,1.22,-14.1222,S&P BSE SmallCap,2
-16.458,5.67,9.54,-1.73,-1.42,1.22,-12.7137,S&P BSE SmallCap,2
-16.103,5.63,9.54,-1.69,-1.38,1.21,-12.7137,S&P BSE SmallCap,2
-19.125,5.69,8.79,-2.18,-1.69,1.24,-17.3183,S&P BSE SmallCap,2
-16.092,4.74,8.76,-1.84,-1.4,1.18,-15.1034,S&P BSE SmallCap,2
-15.701,4.82,8.81,-1.78,-1.36,1.18,-15.1034,S&P BSE SmallCap,2
-14.439,4.97,8.47,-1.7,-1.26,1.19,-15.1034,S&P BSE SmallCap,2
-11.419,4.87,9.14,-1.25,-1.01,1.18,-16.7234,S&P BSE SmallCap,2
-7.738,5.0,9.63,-0.8,-0.75,1.18,-16.7234,S&P BSE SmallCap,2
-8.555,4.07,9.26,-0.92,-0.72,1.12,-16.7234,S&P BSE SmallCap,2
-9.095,3.88,9.15,-0.99,-0.76,1.11,-16.7234,S&P BSE SmallCap,2
-7.496,4.23,9.32,-0.8,-0.65,1.13,-16.7234,S&P BSE SmallCap,2
-6.374,4.63,9.92,-0.64,-0.57,1.14,-16.7234,S&P BSE SmallCap,2
-1.174,7.78,12.34,-0.1,-0.49,1.31,-16.7234,S&P BSE SmallCap,2
3.819,9.08,13.13,0.29,-0.26,1.39,-16.7234,S&P BSE SmallCap,2
2.469,9.23,13.28,0.19,-0.39,1.4,-16.7234,S&P BSE SmallCap,2
3.308,9.16,13.23,0.25,-0.37,1.4,-16.7234,S&P BSE SmallCap,2
4.554,9.4,13.39,0.34,-0.19,1.42,-16.7234,S&P BSE SmallCap,2
3.06,9.36,13.48,0.23,-0.38,1.42,-16.7234,S&P BSE SmallCap,2
3.373,9.46,13.46,0.25,-0.35,1.43,-16.7234,S&P BSE SmallCap,2
3.647,9.36,13.46,0.27,-0.24,1.41,-16.7234,S&P BSE SmallCap,2
4.888,8.65,13.15,0.37,-0.15,1.35,-13.6821,S&P BSE SmallCap,2
8.282,7.53,12.43,0.67,0.05,1.29,-6.0397,S&P BSE SmallCap,2
12.091,6.55,11.62,1.04,0.42,1.23,-3.4638,S&P BSE SmallCap,2
14.469,6.27,11.74,1.23,0.72,1.2,-3.4638,S&P BSE SmallCap,2
16.059,6.05,11.54,1.39,0.81,1.19,-2.3371,S&P BSE SmallCap,2
16.721,5.93,11.49,1.46,0.83,1.18,-1.1729,S&P BSE SmallCap,2
22.44,5.34,11.12,2.02,1.17,1.14,2.2206,S&P BSE SmallCap,2
19.728,5.94,11.24,1.76,0.93,1.19,0.749000000000001,S&P BSE SmallCap,2
19.702,6.08,11.21,1.76,0.98,1.21,1.0817,S&P BSE SmallCap,2
20.475,6.82,11.06,1.85,1.01,1.3,1.0817,S&P BSE SmallCap,2
20.117,6.81,11.0,1.83,0.98,1.3,1.0817,S&P BSE SmallCap,2
17.866,6.58,10.78,1.66,0.9,1.29,1.0817,S&P BSE SmallCap,2
16.179,7.04,11.04,1.47,0.79,1.32,4.406,S&P BSE SmallCap,2
12.443,8.01,11.64,1.07,0.72,1.37,0.2957,S&P BSE SmallCap,2
11.266,7.32,11.64,0.97,0.64,1.3,0.2957,S&P BSE SmallCap,2
9.579,7.18,11.23,0.85,0.49,1.3,0.2957,S&P BSE SmallCap,2
3.049,4.17,9.14,0.33,0.19,1.13,0.2958,S&P BSE SmallCap,2
1.41,2.87,8.13,0.17,0.12,1.06,0.2957,S&P BSE SmallCap,2
2.449,2.57,7.92,0.31,0.19,1.04,0.2957,S&P BSE SmallCap,2
2.735,2.61,7.93,0.34,0.21,1.05,0.2957,S&P BSE SmallCap,2
2.139,2.4,7.74,0.28,0.17,1.04,0.2957,S&P BSE SmallCap,2
5.579,3.0,8.23,0.68,0.43,1.07,0.2957,S&P BSE SmallCap,2
3.503,3.87,8.68,0.4,0.32,1.12,0.2957,S&P BSE SmallCap,2
2.774,3.97,8.72,0.32,0.26,1.13,0.2957,S&P BSE SmallCap,2
5.474,4.6,8.27,0.66,0.47,1.2,0.2957,S&P BSE SmallCap,2
7.119,4.61,8.16,0.87,0.56,1.21,0.2957,S&P BSE SmallCap,2
8.187,4.68,8.19,1.0,0.55,1.21,-1.285,S&P BSE SmallCap,2
8.351,5.21,8.2,1.02,0.46,1.26,-1.285,S&P BSE SmallCap,2
6.189,5.4,8.74,0.71,0.33,1.26,-1.285,S&P BSE SmallCap,2
8.008,5.32,8.77,0.91,0.45,1.25,-1.285,S&P BSE SmallCap,2
5.398,4.78,8.54,0.63,0.27,1.21,-1.285,S&P BSE SmallCap,2
6.434,4.66,8.46,0.76,0.28,1.2,-5.5996,S&P BSE SmallCap,2
7.044,4.59,8.51,0.83,0.34,1.2,-5.5996,S&P BSE SmallCap,2
8.197,4.84,8.65,0.95,0.36,1.21,-5.5996,S&P BSE SmallCap,2
8.11,4.92,8.62,0.94,0.33,1.22,-5.9027,S&P BSE SmallCap,2
8.674,5.01,8.67,1.0,0.32,1.23,-5.9027,S&P BSE SmallCap,2
7.412,4.9,9.32,0.8,0.21,1.19,-4.0888,S&P BSE SmallCap,2
11.53,3.27,8.67,1.33,0.68,1.05,-4.2235,S&P BSE SmallCap,2
9.203,4.59,8.96,1.03,0.44,1.17,-3.6701,S&P BSE SmallCap,2
8.988,4.54,8.92,1.01,0.39,1.17,-3.6701,S&P BSE SmallCap,2
7.283,5.44,9.39,0.78,0.23,1.25,-3.6701,S&P BSE SmallCap,2
2.655,5.82,9.69,0.27,-0.07,1.28,-7.4223,S&P BSE SmallCap,2
1.967,5.7,9.8,0.2,-0.1,1.25,-7.4222,S&P BSE SmallCap,2
1.747,5.66,9.79,0.18,-0.12,1.25,-7.4222,S&P BSE SmallCap,2
-4.061,7.68,10.99,-0.37,-0.57,1.39,-14.997,S&P BSE SmallCap,2
-5.087,6.94,10.54,-0.48,-0.54,1.33,-12.647,S&P BSE SmallCap,2
-4.547,6.39,10.39,-0.44,-0.58,1.29,-12.647,S&P BSE SmallCap,2
-3.463,6.38,10.43,-0.33,-0.52,1.28,-12.647,S&P BSE SmallCap,2
-5.366,6.38,10.42,-0.51,-0.57,1.28,-14.0993,S&P BSE SmallCap,2
-7.232,6.3,10.45,-0.69,-0.69,1.28,-15.3469,S&P BSE SmallCap,2
-7.274,6.36,10.48,-0.69,-0.72,1.28,-15.3469,S&P BSE SmallCap,2
-10.445,6.02,10.13,-1.03,-0.96,1.26,-15.3469,S&P BSE SmallCap,2
-8.396,6.01,9.94,-0.84,-0.79,1.27,-15.3469,S&P BSE SmallCap,2
-10.876,6.12,9.81,-1.11,-1.0,1.28,-15.3469,S&P BSE SmallCap,2
-12.054,6.8,10.16,-1.19,-1.02,1.33,-20.6126,S&P BSE SmallCap,2
-12.504,6.82,10.12,-1.24,-1.06,1.34,-21.4438,S&P BSE SmallCap,2
-13.229,6.98,10.02,-1.32,-1.18,1.35,-21.4438,S&P BSE SmallCap,2
-14.641,6.36,9.61,-1.52,-1.28,1.32,-21.4438,S&P BSE SmallCap,2
-16.744,6.11,8.97,-1.87,-1.49,1.32,-21.4438,S&P BSE SmallCap,2
-17.169,5.79,8.72,-1.97,-1.52,1.3,-21.4438,S&P BSE SmallCap,2
-11.794,6.66,10.26,-1.15,-0.98,1.32,-19.6271,S&P BSE SmallCap,2
-12.242,6.57,10.16,-1.2,-1.01,1.31,-18.4632,S&P BSE SmallCap,2
