Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Dd,Statistical Factors,Rank,Rank_nr,Holding Yrs
-3.85,0.960000000000001,7.74,-0.5,-0.41,0.95,1.5247,V,8Q,8,1
2.991,0.91,9.31,0.32,0.86,0.62,0.368499999999999,V,8Q,8,1
11.326,5.17,7.51,1.51,0.63,1.23,-3.3643,G,8Q,8,3
19.722,5.16,9.66,2.04,1.22,1.18,-3.8905,G,8Q,8,3
9.014,4.11,6.5,1.39,0.5,1.19,-2.5799,G,8Q,8,3
9.011,0.859999999999999,6.09,1.48,0.8,1.0,-2.4925,G,8Q,8,1
19.898,1.06,5.03,3.96,1.49,1.02,-1.7013,G,8Q,8,1
24.492,-0.149999999999999,6.04,4.05,1.62,0.97,0.206799999999994,G,8Q,8,1
19.462,1.51,6.37,3.06,1.41,1.03,-0.620200000000004,G,8Q,8,1
18.744,1.06,6.4,2.93,1.32,1.01,-0.276500000000006,G,8Q,8,1
14.338,1.12,6.85,2.09,0.9,1.01,-0.489800000000002,G,8Q,8,1
7.916,2.16,8.44,0.94,0.76,1.03,-0.273800000000001,G,8Q,8,1
13.315,1.85,8.35,1.59,0.89,1.02,0.119799999999998,G,8Q,8,1
6.227,-0.25,6.57,0.95,0.91,0.92,-0.874499999999999,G,8Q,8,1
10.095,2.75,7.97,1.27,0.92,1.07,-0.751600000000003,G,8Q,8,1
10.673,0.280000000000001,6.73,1.59,0.68,0.96,-1.5735,G,8Q,8,1
5.294,-1.9,6.54,0.81,0.67,0.8,-1.67610000000001,G,8Q,8,1
10.041,0.52,5.59,1.8,0.54,0.94,-0.260499999999999,G,8Q,8,1
11.096,0.41,6.21,1.79,0.66,0.9,0.5957,G,8Q,8,1
11.456,0.00999999999999979,7.08,1.62,1.04,0.86,0.9047,G,8Q,8,1
8.574,4.54,7.31,1.17,0.22,1.2,-5.1322,VG,8Q,8,3
8.48,3.05,6.0,1.41,0.61,1.15,-3.1401,G,8Q,8,2
8.332,3.68,6.18,1.35,0.53,1.19,-4.0346,G,8Q,8,2
12.771,0.390000000000001,6.29,2.03,0.6,0.98,-0.672700000000006,G,8Q,8,1
7.646,3.24,5.65,1.35,0.46,1.17,-3.1906,G,8Q,8,2
5.122,0.0999999999999996,7.37,0.69,0.73,0.89,-1.3963,G,8Q,8,1
5.289,-0.619999999999999,6.25,0.85,0.27,0.88,-1.267,G,8Q,8,1
8.488,2.43,4.64,1.83,0.22,1.16,-3.9523,G,8Q,8,1
3.034,0.370000000000001,2.34,1.3,0.25,1.01,1.1005,C,8Q,8,1
1.454,0.440000000000001,2.86,0.51,0.11,1.01,0.786499999999997,C,8Q,8,1
1.411,0.650000000000002,2.7,0.52,0.07,1.03,0.157499999999999,C,8Q,8,1
0.407999999999999,0.330000000000002,2.46,0.17,0.03,1.01,0.926699999999997,C,8Q,8,1
0.286,0.700000000000003,3.09,0.09,0.08,1.03,1.1897,C,8Q,8,1
-0.0719999999999992,0.859999999999999,2.47,-0.03,0.05,1.04,0.504199999999997,C,8Q,8,1
3.323,0.469999999999999,3.17,1.05,0.18,1.01,0.645299999999999,C,8Q,8,1
-0.786999999999999,-0.720000000000001,5.68,-0.14,0.33,0.88,-0.698,G,8Q,8,1
1.282,-0.25,2.67,0.48,0.0,0.97,0.602999999999998,C,8Q,8,1
-0.483,-1.43,2.7,-0.18,-0.21,0.87,-0.0196000000000005,C,8Q,8,1
-2.338,-1.47,3.09,-0.76,0.04,0.8,0.0835999999999988,C,8Q,8,1
-2.581,-1.46,3.02,-0.85,0.07,0.81,0.6364,C,8Q,8,1
-1.123,-1.3,2.88,-0.39,0.17,0.82,0.682499999999999,C,8Q,8,1
-2.554,-0.960000000000001,2.89,-0.88,-0.02,0.85,0.715299999999999,C,8Q,8,1
-1.412,-1.2,2.94,-0.48,0.06,0.82,0.754999999999999,C,8Q,8,1
8.698,-2.05,5.84,1.49,0.93,0.78,-0.5131,G,8Q,8,1
2.306,-2.41,7.05,0.33,0.55,0.74,-1.2707,G,8Q,8,1
-0.238,-0.81,3.06,-0.08,-0.01,0.91,1.0432,C,8Q,8,1
70.908,14.71,22.3,3.18,2.8,1.36,-16.4877,V,8Q,8,1
4.601,4.83,7.06,0.65,0.28,1.27,-4.5322,G,8Q,8,2
6.932,4.23,7.42,0.93,0.42,1.2,-4.0616,G,8Q,8,2
13.192,1.41,6.6,2.0,0.81,1.02,-0.276500000000006,G,8Q,8,2
13.935,1.94,6.69,2.08,0.9,1.05,-0.620200000000004,G,8Q,8,2
11.707,1.0,6.62,1.77,0.56,0.99,-1.2368,G,8Q,8,1
9.748,2.81,7.42,1.31,0.44,1.08,-2.013,G,8Q,8,1
-1.483,5.84,7.96,-0.19,0.18,1.26,-5.262,G,8Q,8,1
2.089,6.88,8.59,0.24,0.26,1.32,-5.8049,G,8Q,8,1
3.803,6.91,8.85,0.43,0.33,1.31,-5.8785,G,8Q,8,1
1.03,7.79,9.93,0.1,-0.04,1.36,-6.8114,G,8Q,8,1
10.808,0.940000000000001,6.98,1.55,0.85,0.98,-0.489800000000002,G,8Q,8,2
0.354,7.35,9.31,0.04,-0.1,1.38,-5.9592,G,8Q,8,1
2.107,8.29,10.25,0.21,0.16,1.43,-6.432,G,8Q,8,1
2.504,7.76,9.4,0.27,0.04,1.41,-7.2418,G,8Q,8,1
2.423,5.79,8.26,0.29,0.29,1.32,-6.2582,G,8Q,8,1
1.595,5.77,7.99,0.2,0.23,1.36,-5.7249,G,8Q,8,1
9.024,1.73,5.33,1.69,0.67,1.06,0.5642,G,8Q,8,3
9.503,2.78,5.6,1.7,0.62,1.12,-0.510600000000004,G,8Q,8,3
8.76,2.61,5.19,1.69,0.62,1.12,-0.9878,G,8Q,8,3
9.027,3.79,6.61,1.37,0.51,1.17,-1.3584,G,8Q,8,3
3.873,7.21,9.48,0.41,0.04,1.36,-6.1214,G,8Q,8,1
4.252,4.72,6.64,0.64,0.12,1.27,-4.7245,G,8Q,8,2
8.82999999999999,1.31,7.45,1.19,0.66,0.99,-0.273800000000001,G,8Q,8,2
11.921,2.0,7.11,1.68,0.58,1.04,-0.751600000000003,G,8Q,8,2
4.091,5.1,7.01,0.58,0.16,1.29,-5.7249,G,8Q,8,2
3.141,6.26,8.01,0.39,0.07,1.37,-6.2582,G,8Q,8,2
2.82,6.54,7.92,0.36,-0.08,1.41,-7.2418,G,8Q,8,2
4.724,4.54,8.36,0.57,0.57,1.19,-4.0498,G,8Q,8,2
4.019,4.69,7.19,0.56,0.3,1.21,-2.3257,G,8Q,8,2
8.118,5.96,8.77,0.93,0.47,1.24,-3.5074,G,8Q,8,2
6.674,7.24,9.79,0.68,0.49,1.3,-4.1054,G,8Q,8,2
8.777,6.72,9.5,0.92,0.66,1.28,-4.308,G,8Q,8,2
12.498,1.61,7.6,1.64,0.81,1.01,0.119799999999998,G,8Q,8,2
9.649,7.04,9.91,0.97,0.62,1.28,-4.6833,G,8Q,8,2
23.151,4.88,9.36,2.47,1.3,1.16,-4.181,G,8Q,8,2
25.271,2.42,7.86,3.22,1.5,1.05,-1.8335,G,8Q,8,2
28.214,1.96,8.0,3.53,1.6,1.02,-1.1997,G,8Q,8,2
21.289,1.95,7.76,2.74,1.44,1.03,-1.3657,G,8Q,8,2
18.401,2.44,7.15,2.57,1.19,1.07,-2.1133,G,8Q,8,2
12.486,2.33,7.04,1.77,1.01,1.06,-1.67610000000001,G,8Q,8,2
15.326,2.09,7.85,1.95,1.05,1.03,-1.5735,G,8Q,8,2
9.803,0.93,6.84,1.43,0.7,0.99,-0.672700000000006,G,8Q,8,2
10.0,6.43,9.51,1.05,0.57,1.25,-4.4942,G,8Q,8,2
62.735,12.36,20.66,3.04,2.84,1.22,-16.0271,V,8Q,8,1
-16.464,15.68,18.07,-0.91,-1.73,1.61,-11.3008,V,8Q,8,1
43.451,15.03,21.35,2.04,2.61,1.49,-4.799,V,8Q,8,1
4.405,6.63,9.34,0.47,-0.03,1.22,-5.81760000000001,VCG,8Q,8,1
1.599,7.1,9.63,0.17,-0.08,1.23,-5.6865,VCG,8Q,8,1
-0.99,6.21,8.79,-0.11,-0.09,1.22,-5.6526,VCG,8Q,8,1
-0.128999999999998,7.24,8.76,-0.01,-0.34,1.27,-6.2579,VCG,8Q,8,1
-3.299,6.98,8.06,-0.41,-0.54,1.28,-5.61980000000001,VCG,8Q,8,1
-3.53,7.1,7.94,-0.44,-0.45,1.29,-5.63950000000001,VCG,8Q,8,1
-5.117,6.42,7.51,-0.68,-0.46,1.27,-5.3941,VCG,8Q,8,1
-4.826,6.4,7.43,-0.65,-0.48,1.27,-5.46420000000001,VCG,8Q,8,1
8.313,7.88,10.1,0.82,-0.5,1.29,-6.2486,VCG,8Q,8,1
-5.13,5.0,6.04,-0.85,-0.48,1.2,-4.7285,VCG,8Q,8,1
-4.552,13.53,18.44,-0.25,-0.86,1.48,-15.8073,V,8Q,8,2
-5.439,1.23,2.93,-1.86,-0.24,1.06,-3.2275,VCG,8Q,8,1
-3.818,1.64,2.65,-1.44,-0.47,1.12,-0.6695,VCG,8Q,8,1
-2.344,1.41,2.67,-0.88,-0.35,1.1,-0.5565,VCG,8Q,8,1
-0.605,3.41,4.46,-0.14,-0.35,1.23,-1.1193,VCG,8Q,8,1
-0.275,3.0,4.11,-0.07,-0.18,1.16,-1.2289,VCG,8Q,8,1
-0.959,3.13,4.51,-0.21,-0.1,1.16,-1.2561,VCG,8Q,8,1
-2.073,3.36,4.55,-0.46,-0.11,1.16,-2.082,VCG,8Q,8,1
-7.474,4.29,5.57,-1.34,-0.43,1.2,-5.0513,VCG,8Q,8,1
-0.415,2.81,4.17,-0.1,-0.06,1.13,-1.5413,VCG,8Q,8,1
26.072,3.61,9.71,2.69,1.34,1.07,-4.3084,VCG,8Q,8,1
33.988,3.2,10.81,3.14,1.8,0.97,-4.6575,VCG,8Q,8,1
2.96,12.84,15.92,0.19,-0.77,1.56,-12.9547,V,8Q,8,2
-4.31,12.16,16.8,-0.26,-0.71,1.45,-14.4563,V,8Q,8,2
-0.0409999999999999,1.5,4.07,-0.01,-0.07,1.06,-4.5823,C,8Q,8,2
-2.132,1.33,3.33,-0.64,-0.23,1.05,-4.2047,C,8Q,8,2
-3.267,2.05,3.76,-0.87,-0.22,1.09,-4.6771,C,8Q,8,2
-1.465,1.57,3.62,-0.4,-0.21,1.06,-4.0461,C,8Q,8,2
-2.751,1.49,3.62,-0.76,-0.13,1.06,-3.8446,C,8Q,8,2
-0.62,1.65,4.09,-0.15,-0.19,1.06,-4.15150000000001,C,8Q,8,2
29.651,3.28,10.25,2.89,1.81,1.0,-3.992,VCG,8Q,8,1
54.444,12.96,21.33,2.55,2.99,1.23,-0.1112,V,8Q,8,1
-2.031,1.96,5.36,-0.38,-0.2,1.07,-4.384,C,8Q,8,2
-1.861,1.74,4.68,-0.4,-0.21,1.06,-4.2453,C,8Q,8,2
-1.298,1.71,4.75,-0.27,-0.23,1.06,-4.231,C,8Q,8,2
1.546,2.09,5.07,0.3,-0.01,1.08,-4.6526,C,8Q,8,2
21.691,5.77,11.71,1.85,1.13,1.11,0.3735,VCG,8Q,8,1
18.378,5.11,11.37,1.62,1.27,1.1,1.2324,VCG,8Q,8,1
26.41,3.61,10.73,2.46,1.65,1.01,1.3051,VCG,8Q,8,1
23.845,1.87,9.64,2.47,1.76,0.92,1.334,VCG,8Q,8,1
-2.994,1.37,5.37,-0.56,-0.25,1.03,-4.7404,C,8Q,8,2
6.12,13.83,17.03,0.36,-0.51,1.59,-13.6458,V,8Q,8,2
-2.333,2.2,3.66,-0.64,-0.07,1.1,-0.8901,VCG,8Q,8,1
-1.251,2.21,5.74,-0.22,-0.25,1.08,-5.0322,C,8Q,8,2
-1.968,1.88,5.26,-0.37,-0.21,1.06,-4.3432,C,8Q,8,2
-2.314,1.42,4.97,-0.47,-0.2,1.04,-3.94280000000001,C,8Q,8,2
-2.656,1.34,5.12,-0.52,-0.19,1.04,-4.7404,C,8Q,8,3
-0.671000000000003,1.23,4.9,-0.14,-0.04,1.03,-4.1695,C,8Q,8,3
1.455,1.35,4.16,0.35,0.05,1.05,-4.15150000000001,C,8Q,8,3
0.555999999999999,0.98,3.94,0.14,0.03,1.03,-3.8446,C,8Q,8,3
-0.081999999999999,1.07,3.95,-0.02,-0.03,1.04,-4.0461,C,8Q,8,3
-0.0550000000000033,1.51,3.95,-0.01,-0.01,1.06,-4.6771,C,8Q,8,3
-2.534,2.1,5.76,-0.44,-0.33,1.07,-4.435,C,8Q,8,2
0.317,1.07,3.79,0.08,-0.02,1.04,-4.2047,C,8Q,8,3
0.143000000000001,1.2,3.38,0.04,-0.06,1.05,-4.18210000000001,C,8Q,8,3
4.958,1.49,5.28,0.94,0.34,1.04,-3.9697,C,8Q,8,3
-0.468,0.640000000000001,3.43,-0.14,-0.03,1.02,-3.4031,C,8Q,8,3
-0.768000000000001,0.52,3.65,-0.21,-0.05,1.01,-3.57700000000001,C,8Q,8,3
-0.693,0.399999999999999,3.75,-0.18,-0.09,1.0,-3.8494,C,8Q,8,3
-1.097,0.41,3.86,-0.28,-0.12,1.0,-3.6706,C,8Q,8,3
-1.866,0.789999999999999,3.74,-0.5,-0.22,1.02,-4.286,C,8Q,8,3
-2.263,1.38,3.71,-0.61,-0.16,1.06,-4.4253,C,8Q,8,3
3.148,1.61,4.8,0.66,0.22,1.06,-4.5823,C,8Q,8,3
-1.809,1.94,5.82,-0.31,-0.18,1.06,-4.8424,C,8Q,8,2
-1.934,2.21,6.23,-0.31,-0.25,1.07,-4.8389,C,8Q,8,2
-10.339,7.52,11.41,-0.91,-1.09,1.3,-9.9038,V,8Q,8,3
-2.81,1.92,5.76,-0.49,-0.17,1.06,-4.7473,C,8Q,8,2
7.859,10.81,17.48,0.45,0.83,1.31,-11.2703,V,8Q,8,3
10.588,10.2,17.49,0.61,0.67,1.25,-9.2818,V,8Q,8,3
11.909,10.82,17.97,0.66,0.68,1.28,-10.1647,V,8Q,8,3
6.777,7.65,13.97,0.49,0.36,1.21,-7.8107,V,8Q,8,3
12.863,7.87,14.73,0.87,0.66,1.2,-8.6367,V,8Q,8,3
-9.374,3.64,7.82,-1.2,-0.94,1.13,-7.95780000000001,V,8Q,8,3
9.889,5.72,12.46,0.79,0.47,1.13,-6.17310000000001,V,8Q,8,3
-3.055,2.0,6.18,-0.49,-0.26,1.06,-5.1085,C,8Q,8,2
17.08,6.01,13.83,1.23,1.11,1.1,-6.4294,V,8Q,8,3
-7.698,0.789999999999999,7.1,-1.08,-0.68,0.97,-3.2984,V,8Q,8,3
-9.649,2.08,7.26,-1.33,-0.74,1.04,-4.36980000000001,V,8Q,8,3
-7.928,1.39,7.14,-1.11,-0.64,1.0,-3.3367,V,8Q,8,3
-10.146,-0.73,7.14,-1.42,-0.56,0.89,-1.4213,V,8Q,8,3
-10.084,1.73,7.36,-1.37,-0.76,1.02,-4.0433,V,8Q,8,3
-10.37,2.3,7.54,-1.38,-0.79,1.05,-5.20500000000001,V,8Q,8,3
-9.844,1.76,7.75,-1.27,-0.81,1.01,-4.67440000000001,V,8Q,8,3
-10.472,5.42,9.16,-1.14,-0.95,1.21,-7.7668,V,8Q,8,3
-6.214,-0.280000000000001,7.1,-0.88,-0.44,0.91,-3.1222,V,8Q,8,3
-2.868,12.18,15.23,-0.19,-0.67,1.53,-11.3008,V,8Q,8,2
-2.106,1.21,4.93,-0.43,-0.24,1.03,-4.1695,C,8Q,8,2
5.065,10.53,13.2,0.38,-0.36,1.46,-9.2547,V,8Q,8,2
0.562000000000001,-0.530000000000001,2.86,0.2,0.13,0.95,1.3078,C,8Q,8,2
0.843,-0.540000000000001,2.76,0.31,0.08,0.95,1.1608,C,8Q,8,2
0.679,-0.110000000000001,2.71,0.25,0.07,0.98,0.797799999999999,C,8Q,8,2
1.187,10.61,13.5,0.09,-0.4,1.46,-10.238,V,8Q,8,2
0.176,-0.0599999999999987,3.04,0.06,0.01,0.97,0.927199999999999,C,8Q,8,2
-2.749,2.84,4.39,-0.63,-0.15,1.13,-3.4221,VCG,8Q,8,2
-1.423,3.88,5.43,-0.26,-0.2,1.17,-4.39870000000001,VCG,8Q,8,2
-2.345,4.09,5.79,-0.41,-0.24,1.18,-4.7038,VCG,8Q,8,2
1.094,4.09,6.04,0.18,-0.13,1.18,-5.1585,VCG,8Q,8,2
3.256,3.62,5.6,0.58,0.14,1.15,-4.6112,VCG,8Q,8,2
4.995,4.4,6.2,0.81,0.15,1.19,-4.8849,VCG,8Q,8,2
6.984,4.14,6.28,1.11,0.14,1.18,-4.9666,VCG,8Q,8,2
4.563,4.09,6.52,0.7,-0.18,1.17,-5.1725,VCG,8Q,8,2
4.51,4.01,6.95,0.65,0.04,1.16,-4.96,VCG,8Q,8,2
1.855,4.06,6.47,0.29,0.06,1.17,-5.0513,VCG,8Q,8,2
3.143,3.91,6.41,0.49,0.02,1.17,-4.7285,VCG,8Q,8,2
4.749,4.89,7.26,0.65,0.02,1.22,-5.46420000000001,VCG,8Q,8,2
4.266,4.74,7.12,0.6,0.04,1.21,-5.3941,VCG,8Q,8,2
4.059,4.88,7.48,0.54,-0.01,1.21,-5.63950000000001,VCG,8Q,8,2
10.796,4.06,16.75,0.64,2.9,0.28,-7.5989,V,8Q,8,1
59.512,19.15,26.35,2.26,2.09,1.52,-9.1346,V,8Q,8,1
55.332,19.11,24.89,2.22,1.14,1.71,-7.2507,V,8Q,8,1
45.045,18.89,24.8,1.82,1.6,1.69,-5.0622,V,8Q,8,1
0.58,-0.359999999999999,2.69,0.22,0.06,0.96,1.2323,C,8Q,8,2
0.425000000000001,-0.300000000000001,2.61,0.16,0.08,0.96,1.0432,C,8Q,8,2
-0.221,-0.280000000000001,2.77,-0.08,0.01,0.96,0.988699999999998,C,8Q,8,2
2.716,-0.0300000000000011,3.06,0.89,0.17,0.97,0.645299999999999,C,8Q,8,2
2.084,2.27,8.58,0.24,0.39,1.0,-1.6798,V,8Q,8,2
3.941,2.28,8.67,0.45,0.36,0.99,-1.5445,V,8Q,8,2
0.661,-0.219999999999999,2.46,0.27,0.06,0.97,0.602999999999998,C,8Q,8,2
-2.161,0.279999999999999,8.06,-0.27,-0.07,0.87,0.450399999999998,V,8Q,8,2
3.435,-0.559999999999999,8.55,0.4,0.33,0.79,3.533,V,8Q,8,2
-2.413,-2.01,6.9,-0.35,-0.06,0.75,4.0894,V,8Q,8,2
-9.065,-0.819999999999999,6.48,-1.4,-0.54,0.86,-3.2984,V,8Q,8,2
-11.482,2.62,7.2,-1.59,-1.0,1.08,-4.36980000000001,V,8Q,8,2
-10.234,1.81,7.25,-1.41,-0.85,1.03,-3.3367,V,8Q,8,2
10.273,3.84,9.9,1.04,0.68,1.07,-3.095,V,8Q,8,2
-10.637,-0.640000000000001,6.47,-1.64,-0.75,0.92,-1.4213,V,8Q,8,2
-15.416,2.87,6.65,-2.32,-1.16,1.1,-5.20500000000001,V,8Q,8,2
-14.217,1.77,7.06,-2.01,-1.28,1.03,-4.67440000000001,V,8Q,8,2
-15.012,6.34,8.6,-1.75,-1.48,1.27,-7.7668,V,8Q,8,2
-16.206,8.24,11.18,-1.45,-1.56,1.33,-9.9038,V,8Q,8,2
-16.917,11.19,13.86,-1.22,-1.85,1.47,-13.3551,V,8Q,8,2
-14.189,8.79,11.45,-1.24,-1.64,1.37,-11.2758,V,8Q,8,2
-12.122,7.15,10.89,-1.11,-1.35,1.27,-9.7251,V,8Q,8,2
-8.736,8.07,12.12,-0.72,-1.1,1.3,-9.8489,V,8Q,8,2
-2.787,8.81,11.47,-0.24,-0.51,1.37,-7.7124,V,8Q,8,2
-12.758,1.87,6.58,-1.94,-1.13,1.04,-4.0433,V,8Q,8,2
5.878,2.72,8.17,0.72,0.43,1.05,-2.2664,V,8Q,8,2
-6.185,1.78,6.79,-0.91,-0.59,1.02,-2.8458,V,8Q,8,2
-2.258,0.370000000000001,2.09,-1.08,-0.07,1.01,-4.18210000000001,C,8Q,8,2
4.337,2.85,7.98,0.54,0.2,1.06,-3.7827,V,8Q,8,2
2.972,-1.18,4.54,0.65,0.75,0.84,-2.4944,G,8Q,8,1
-1.506,1.43,4.44,-0.34,-0.22,1.05,-4.4074,C,12Q,12,2
-0.494999999999999,0.759999999999998,4.24,-0.12,0.02,1.02,-4.3448,C,12Q,12,3
1.838,1.13,4.64,0.4,0.11,1.03,-4.6475,C,12Q,12,3
1.681,1.38,4.79,0.35,0.15,1.04,-4.7288,C,12Q,12,3
-1.371,1.08,4.23,-0.32,-0.09,1.03,-4.5022,C,12Q,12,3
-0.32,1.34,4.25,-0.08,-0.09,1.05,-4.4074,C,12Q,12,3
-1.341,1.46,4.06,-0.33,-0.13,1.06,-4.2375,C,12Q,12,3
-1.185,2.07,4.79,-0.25,-0.24,1.09,-5.05990000000001,C,12Q,12,3
-0.701000000000001,1.39,4.4,-0.16,-0.17,1.05,-4.6475,C,12Q,12,2
-2.597,1.12,3.83,-0.68,-0.17,1.04,-4.3448,C,12Q,12,2
-1.575,1.03,3.67,-0.43,-0.13,1.04,-4.28120000000001,C,12Q,12,2
-2.066,1.28,3.63,-0.57,-0.16,1.05,-4.2639,C,12Q,12,2
-2.518,-0.25,2.42,-1.04,-0.03,0.97,-3.1687,C,12Q,12,2
-0.433,-0.48,2.94,-0.15,0.06,0.94,2.046,C,12Q,12,2
0.378,-0.369999999999999,2.74,0.14,0.08,0.96,1.7549,C,12Q,12,2
0.461,-0.530000000000001,3.06,0.15,0.09,0.94,1.796,C,12Q,12,2
0.506,-0.52,3.03,0.17,0.06,0.94,1.8032,C,12Q,12,2
1.287,-0.540000000000001,3.11,0.41,0.15,0.94,1.9544,C,12Q,12,2
0.779999999999999,-0.57,3.18,0.25,0.11,0.94,1.9874,C,12Q,12,2
0.676,-0.58,3.1,0.22,0.08,0.94,2.2085,C,12Q,12,2
0.0910000000000011,-0.66,3.06,0.03,0.07,0.93,2.1217,C,12Q,12,2
0.308999999999999,-0.489999999999998,3.15,0.1,0.05,0.94,2.0823,C,12Q,12,2
0.077,-0.27,3.35,0.02,0.03,0.95,2.1403,C,12Q,12,2
0.172000000000001,-0.0299999999999994,3.2,0.05,0.05,0.97,1.7902,C,12Q,12,2
1.248,0.849999999999998,4.08,0.31,0.07,1.02,-4.28120000000001,C,12Q,12,3
0.514000000000001,0.84,4.1,0.13,0.05,1.02,-4.2639,C,12Q,12,3
-0.31,0.609999999999999,3.87,-0.08,-0.09,1.01,-4.29340000000001,C,12Q,12,3
-1.71,2.47,5.18,-0.33,-0.29,1.1,-5.05990000000001,C,12Q,12,2
-5.305,1.13,5.79,-0.92,-0.44,1.02,-3.812,C,12Q,12,2
-5.692,1.12,5.72,-1.0,-0.38,1.02,-3.8947,C,12Q,12,2
-2.106,2.32,5.62,-0.37,-0.22,1.08,-4.8575,C,12Q,12,2
-1.734,2.55,5.44,-0.32,-0.28,1.1,-4.9367,C,12Q,12,2
-0.998000000000001,2.55,5.51,-0.18,-0.22,1.1,-4.7659,C,12Q,12,2
-2.633,2.55,5.66,-0.47,-0.29,1.1,-5.0055,C,12Q,12,2
-1.257,2.63,5.29,-0.24,-0.12,1.11,-5.0701,C,12Q,12,2
-1.089,1.88,5.71,-0.19,-0.21,1.06,-4.53870000000001,C,12Q,12,2
-0.140999999999998,1.99,4.8,-0.03,-0.03,1.08,-4.9326,C,12Q,12,2
0.631,1.84,4.77,0.13,-0.05,1.07,-4.6324,C,12Q,12,2
-0.504999999999999,1.85,4.65,-0.11,-0.17,1.07,-4.7198,C,12Q,12,2
-1.654,1.54,4.33,-0.38,-0.17,1.05,-4.2375,C,12Q,12,2
-0.209,2.17,4.92,-0.04,-0.23,1.08,-4.6893,C,12Q,12,2
-1.076,1.8,4.56,-0.24,-0.07,1.07,-4.7288,C,12Q,12,2
-2.039,0.970000000000001,3.63,-0.56,-0.15,1.04,-3.65000000000001,C,12Q,12,3
-2.425,0.390000000000001,3.68,-0.66,-0.17,1.0,-3.6885,C,12Q,12,3
-2.054,0.32,3.38,-0.61,-0.13,1.0,-3.0724,C,12Q,12,3
-2.196,0.239999999999998,3.47,-0.63,-0.17,0.99,-3.2267,C,12Q,12,3
-2.01,0.41,3.41,-0.59,-0.13,1.0,-3.1872,C,12Q,12,3
-1.155,0.259999999999998,3.69,-0.31,-0.17,0.99,-3.3309,C,12Q,12,3
-0.678000000000001,0.0400000000000027,3.82,-0.18,-0.06,0.98,-3.3394,C,12Q,12,3
-0.991,0.0199999999999996,3.93,-0.25,-0.1,0.98,-3.5132,C,12Q,12,3
-0.440999999999999,0.359999999999999,4.08,-0.11,-0.05,1.0,-3.697,C,12Q,12,3
0.263,0.59,3.96,0.07,-0.03,1.01,-3.63780000000001,C,12Q,12,3
-2.175,1.32,4.12,-0.53,-0.32,1.05,-4.5022,C,12Q,12,2
-1.193,0.48,4.08,-0.29,-0.07,1.0,-3.9509,C,12Q,12,3
10.503,9.13,11.06,0.95,0.24,1.31,-6.3231,VG,12Q,12,1
1.818,2.16,5.49,0.33,-0.09,1.09,-0.5535,C,12Q,12,1
2.352,2.11,5.63,0.42,0.16,1.08,-2.0512,VCG,12Q,12,2
0.917,2.7,5.95,0.15,-0.04,1.12,-3.0952,VCG,12Q,12,2
1.201,2.72,6.0,0.2,0.06,1.12,-2.7313,VCG,12Q,12,2
2.972,3.03,6.28,0.47,0.07,1.14,-2.8817,VCG,12Q,12,2
3.02,3.01,5.88,0.51,0.2,1.15,-3.2991,VCG,12Q,12,2
5.336,3.43,6.55,0.81,0.36,1.17,-3.2974,VCG,12Q,12,2
5.084,3.02,6.19,0.82,0.33,1.14,-2.6998,VCG,12Q,12,2
3.911,2.52,5.76,0.68,0.2,1.11,-3.0693,VCG,12Q,12,2
4.972,2.7,5.78,0.86,0.15,1.13,-2.7468,VCG,12Q,12,2
2.866,2.48,5.16,0.56,0.14,1.13,-2.6324,VCG,12Q,12,2
2.349,2.37,5.2,0.45,0.13,1.12,-2.7726,VCG,12Q,12,2
1.449,2.16,5.11,0.28,0.05,1.1,-2.4999,VCG,12Q,12,2
1.472,1.5,4.68,0.31,0.0,1.06,-2.2533,VCG,12Q,12,2
0.855,1.27,4.83,0.18,0.2,1.01,-3.0954,VCG,12Q,12,2
18.237,8.66,14.87,1.23,0.86,1.16,0.631200000000001,VCG,12Q,12,1
15.547,7.68,14.18,1.1,0.93,1.16,1.0314,VCG,12Q,12,1
21.142,5.55,12.9,1.64,1.58,1.05,1.0548,VCG,12Q,12,1
1.416,2.35,5.76,0.25,0.04,1.1,-2.4441,VCG,12Q,12,2
18.424,4.56,11.8,1.56,1.53,1.02,1.168,VCG,12Q,12,1
3.158,1.27,5.47,0.58,0.01,1.02,-2.6284,VCG,12Q,12,2
-0.998,5.49,8.07,-0.12,-0.41,1.23,-1.9918,VCG,12Q,12,2
2.936,2.36,5.52,0.53,0.12,1.11,-2.1778,VCG,12Q,12,3
3.162,7.25,11.31,0.28,-0.1,1.28,-2.9721,VCG,12Q,12,2
4.769,7.79,11.82,0.4,-0.22,1.3,-3.4493,VCG,12Q,12,2
3.316,7.01,10.95,0.3,0.04,1.27,-2.5528,VCG,12Q,12,2
5.323,7.36,10.91,0.49,-0.08,1.3,-2.7634,VCG,12Q,12,2
2.862,6.74,10.68,0.27,-0.13,1.26,-2.0647,VCG,12Q,12,2
3.541,7.46,10.65,0.33,0.13,1.31,-2.4093,VCG,12Q,12,2
4.05,6.99,10.94,0.37,-0.13,1.26,-2.512,VCG,12Q,12,2
4.698,6.81,10.47,0.45,-0.33,1.26,-2.207,VCG,12Q,12,2
5.544,6.58,10.12,0.55,-0.02,1.26,-2.221,VCG,12Q,12,2
